road_distance_meters,euclid_distance_meters,detour_ratio,spot_to_dest_distance_meters,road_eta_seconds,leaver_countdown_seconds,abs_eta_countdown_diff,signed_time_slack,hour_of_day,day_of_week,is_rush_hour,is_weekend,current_speed_kmh,heading_bearing_diff_deg,heading_dest_diff_deg,gps_accuracy_meters,ping_staleness_seconds,driver_reliability_rating,historical_acceptance_rate,historical_completion_rate,historical_cancellation_rate,lifetime_matches_count,spot_type_enum,vehicle_size_compatibility,has_landmark_note,landmark_note_length,match_success
986.8,967.5,1.02,235.9,300.1,120.0,180.1,180.1,17,1,1,0,12.6,14.7,0.1,2.31,2.94,4.68,0.947,0.962,0.041,5,2,1,0,0,0
1273.4,1110.0,1.147,132.6,167.5,120.0,47.5,47.5,14,3,0,0,30.8,16.4,31.6,7.14,13.11,3.88,0.682,0.77,0.11,22,1,2,1,28,1
819.5,684.6,1.197,59.5,150.6,240.0,89.4,-89.4,11,5,0,1,25.4,67.0,34.7,9.12,18.32,4.53,0.75,0.841,0.077,10,0,2,1,28,0
488.5,348.6,1.401,343.7,83.7,180.0,96.3,-96.3,22,6,0,1,27.3,64.0,25.5,4.21,10.77,4.51,0.66,0.888,0.116,18,0,2,1,28,1
1421.9,1070.6,1.328,312.6,147.9,180.0,32.1,-32.1,7,5,0,1,39.6,71.7,39.7,4.89,1.28,3.22,0.858,0.655,0.469,8,0,1,1,28,0
362.6,345.1,1.051,226.0,95.4,180.0,84.6,-84.6,14,0,0,0,17.8,39.1,16.6,2.7,3.2,4.41,0.77,0.892,0.091,30,0,1,0,0,1
1038.9,810.5,1.282,424.8,99.0,180.0,81.0,-81.0,10,1,0,0,48.9,26.9,12.7,10.34,2.23,4.62,0.88,0.986,0.046,46,1,2,1,28,1
178.3,169.3,1.053,41.5,61.6,180.0,118.4,-118.4,19,0,1,0,18.0,63.4,18.9,4.03,3.66,4.04,0.72,0.521,0.42,4,1,2,0,0,0
453.8,403.1,1.126,397.3,122.1,180.0,57.9,-57.9,9,0,1,0,16.0,18.9,48.7,6.22,2.68,4.63,0.876,0.914,0.034,24,0,2,1,28,1
1815.7,1245.8,1.457,408.6,233.9,180.0,53.9,53.9,16,1,0,0,31.3,42.9,30.4,4.75,1.65,3.17,0.773,0.588,0.326,35,1,1,1,28,0
1107.9,961.7,1.152,153.2,201.4,180.0,21.4,21.4,22,5,0,1,21.5,1.0,14.2,12.54,2.8,4.63,0.87,0.97,0.049,57,2,1,1,28,1
266.0,216.1,1.231,151.0,67.0,180.0,113.0,-113.0,20,3,0,0,27.1,81.2,32.2,6.37,14.74,3.91,0.773,0.834,0.072,40,0,1,0,0,1
825.6,648.1,1.274,356.9,103.5,240.0,136.5,-136.5,21,6,0,1,41.9,29.0,31.8,1.82,11.69,4.15,0.675,0.805,0.064,2,0,2,0,0,0
556.3,471.2,1.181,301.0,145.0,180.0,35.0,-35.0,13,3,0,0,16.2,9.1,7.2,10.66,0.05,4.68,0.916,0.938,0.046,16,0,1,0,0,1
1146.9,1008.7,1.137,402.9,205.2,180.0,25.2,25.2,22,5,0,1,21.4,16.4,25.7,3.01,1.03,4.91,0.858,0.944,0.031,4,0,2,0,0,1
632.1,619.7,1.02,430.5,86.1,120.0,33.9,-33.9,21,1,0,0,43.6,30.3,24.2,3.26,1.0,4.71,0.929,0.925,0.03,5,1,2,1,28,1
574.9,331.7,1.733,347.0,161.0,240.0,79.0,-79.0,9,0,1,0,13.7,7.7,31.8,6.66,8.65,4.67,0.918,0.937,0.03,78,0,1,1,28,1
183.1,113.7,1.61,356.3,39.6,180.0,140.4,-140.4,12,3,0,0,40.3,12.4,28.8,1.73,0.4,4.82,0.926,0.94,0.047,0,2,1,1,28,1
1204.8,978.7,1.231,84.1,216.2,300.0,83.8,-83.8,7,5,0,1,23.5,38.4,13.5,6.57,2.87,3.81,0.847,0.845,0.1,44,0,2,1,28,1
1636.3,1327.0,1.233,218.9,147.8,180.0,32.2,-32.2,22,5,0,1,42.9,55.7,47.8,12.9,18.3,4.13,0.738,0.78,0.108,15,0,1,0,0,0
644.5,490.8,1.313,111.6,167.4,180.0,12.6,-12.6,17,1,1,0,17.0,18.7,3.0,5.9,0.82,4.65,0.959,0.927,0.036,4,0,2,1,28,1
167.4,124.6,1.343,62.4,119.6,300.0,180.4,-180.4,7,1,1,0,6.9,7.5,12.4,4.78,7.19,4.78,0.953,0.925,0.022,37,0,1,0,0,0
1730.4,1223.1,1.415,347.4,290.1,180.0,110.1,110.1,10,6,0,1,22.5,74.7,16.9,5.06,3.33,4.31,0.699,0.788,0.137,41,1,1,0,0,0
968.8,949.8,1.02,415.3,653.5,240.0,413.5,413.5,18,3,1,0,5.6,65.1,20.5,4.5,1.53,4.22,0.776,0.752,0.064,17,0,2,1,28,0
1296.9,1022.2,1.269,65.9,233.8,300.0,66.2,-66.2,20,2,0,0,22.8,22.8,47.9,5.72,5.26,3.99,0.839,0.893,0.103,18,0,1,1,28,0
574.4,316.0,1.818,270.1,103.9,240.0,136.1,-136.1,17,4,1,0,24.0,77.0,47.4,9.03,12.59,4.5,0.856,0.753,0.055,42,1,1,0,0,1
140.6,136.4,1.031,336.3,31.5,180.0,148.5,-148.5,11,2,0,0,30.1,46.4,12.7,4.13,9.79,4.48,0.76,0.829,0.144,1,0,1,0,0,1
1359.9,800.1,1.7,34.0,255.9,300.0,44.1,-44.1,11,5,0,1,20.0,5.5,38.2,8.48,0.7,4.72,0.893,0.957,0.04,72,0,1,1,28,1
648.2,472.8,1.371,64.9,70.5,240.0,169.5,-169.5,21,0,0,0,41.7,11.1,15.0,4.68,0.19,4.99,0.888,0.971,0.035,8,0,1,1,28,1
377.8,318.7,1.185,230.0,123.5,240.0,116.5,-116.5,17,2,1,0,13.5,25.1,27.1,1.95,1.87,4.7,0.917,0.977,0.037,3,2,2,1,28,1
1924.0,1098.7,1.751,285.1,325.6,240.0,85.6,85.6,12,5,0,1,24.2,37.5,16.9,4.3,1.11,4.25,0.728,0.8,0.086,30,0,2,0,0,1
188.6,117.4,1.607,112.5,76.9,240.0,163.1,-163.1,17,0,1,0,14.0,71.5,37.3,4.24,13.35,4.31,0.711,0.883,0.072,17,0,1,1,28,0
977.6,595.3,1.642,204.5,256.0,180.0,76.0,76.0,10,4,0,0,14.6,38.7,12.4,7.32,2.05,3.84,0.683,0.766,0.059,28,1,1,1,28,0
466.3,457.1,1.02,103.6,109.1,180.0,70.9,-70.9,17,1,1,0,19.4,49.9,49.6,5.02,11.44,3.93,0.783,0.886,0.121,33,0,1,1,28,1
1254.0,1229.4,1.02,393.2,172.5,180.0,7.5,-7.5,12,2,0,0,29.1,2.7,41.8,8.93,5.19,4.98,0.971,0.951,0.017,19,1,1,0,0,1
1384.9,1096.8,1.263,282.8,223.2,300.0,76.8,-76.8,14,2,0,0,24.6,54.8,29.9,8.34,1.25,4.23,0.812,0.755,0.083,4,2,1,0,0,1
1312.8,860.2,1.526,134.7,179.5,300.0,120.5,-120.5,7,5,0,1,33.0,22.2,37.6,9.1,1.57,4.89,0.935,0.903,0.012,20,0,1,1,28,1
1048.0,906.5,1.156,147.7,257.7,120.0,137.7,137.7,19,1,1,0,17.2,76.1,10.5,5.67,22.46,3.86,0.661,0.8,0.11,34,1,1,1,28,0
496.0,396.8,1.25,173.3,104.5,180.0,75.5,-75.5,16,6,0,1,19.5,9.2,31.2,9.17,5.43,4.93,0.894,0.95,0.014,0,1,1,0,0,1
1573.0,1118.1,1.407,259.4,205.9,120.0,85.9,85.9,14,0,0,0,31.7,5.4,46.2,13.1,0.08,4.72,0.871,0.968,0.039,30,0,1,0,0,1
1418.3,947.5,1.497,143.0,152.3,180.0,27.7,-27.7,15,1,0,0,42.9,20.2,17.7,13.7,0.81,4.91,0.888,0.956,0.048,55,2,1,1,28,1
1061.5,900.7,1.179,166.1,160.2,180.0,19.8,-19.8,13,1,0,0,28.3,69.1,20.7,7.94,0.27,3.49,0.898,0.564,0.403,35,1,1,1,28,1
306.6,300.6,1.02,232.2,84.9,240.0,155.1,-155.1,13,0,0,0,15.9,30.0,34.6,5.55,0.07,4.12,0.88,0.881,0.063,44,2,2,0,0,1
1293.3,845.7,1.529,135.0,230.4,240.0,9.6,-9.6,10,4,0,0,23.7,30.0,15.5,17.88,4.09,5.0,0.921,0.97,0.02,16,0,2,1,28,0
1540.8,1141.4,1.35,356.8,287.5,240.0,47.5,47.5,14,1,0,0,22.1,23.3,48.0,5.09,4.75,4.6,0.976,0.989,0.011,5,0,1,0,0,0
1404.6,952.0,1.475,208.8,160.7,180.0,19.3,-19.3,18,6,0,1,39.7,101.9,50.5,8.88,2.83,4.05,0.75,0.679,0.351,47,0,1,1,28,0
401.9,394.0,1.02,329.2,70.1,120.0,49.9,-49.9,11,3,0,0,38.5,70.4,3.6,11.26,1.22,4.1,0.812,0.642,0.401,0,0,1,1,28,1
321.5,233.7,1.376,177.7,57.2,180.0,122.8,-122.8,10,5,0,1,31.8,27.4,7.1,8.98,7.29,4.82,0.868,0.989,0.035,8,0,2,1,28,1
1672.6,1312.0,1.275,360.1,222.3,180.0,42.3,42.3,14,1,0,0,29.6,21.1,20.9,4.63,6.01,4.61,0.917,0.976,0.043,14,1,2,1,28,1
1649.0,1384.3,1.191,155.3,162.2,120.0,42.2,42.2,15,0,0,0,43.7,13.9,7.9,3.01,1.38,4.81,0.866,0.982,0.011,13,0,1,0,0,0
1115.2,1093.3,1.02,295.3,168.5,180.0,11.5,-11.5,8,0,1,0,26.2,18.7,25.0,9.78,1.64,4.61,0.886,0.948,0.017,5,2,2,1,28,1
581.6,553.7,1.05,276.9,89.1,180.0,90.9,-90.9,16,0,0,0,29.3,10.7,17.6,4.26,5.32,4.68,0.952,0.928,0.019,29,0,1,0,0,1
315.0,295.4,1.066,421.8,183.5,180.0,3.5,3.5,8,2,1,0,7.9,36.4,21.6,15.82,2.13,3.03,0.733,0.505,0.332,12,0,1,0,0,0
1351.1,975.7,1.385,407.2,168.2,180.0,11.8,-11.8,15,6,0,1,30.8,135.8,13.7,8.45,4.82,3.05,0.715,0.694,0.38,16,0,1,1,28,0
1358.1,969.2,1.401,211.2,296.3,180.0,116.3,116.3,20,1,0,0,18.7,45.9,12.1,2.35,1.86,3.83,0.699,0.825,0.091,44,0,1,1,28,1
180.2,146.2,1.232,409.7,51.8,180.0,128.2,-128.2,18,5,0,1,27.5,66.5,43.5,9.54,12.4,4.41,0.702,0.844,0.131,30,0,1,1,28,1
475.5,380.1,1.251,162.8,128.9,180.0,51.1,-51.1,11,5,0,1,16.1,54.7,28.5,6.25,1.84,4.32,0.722,0.885,0.104,25,0,1,1,28,0
415.9,348.8,1.192,331.8,103.3,180.0,76.7,-76.7,11,1,0,0,22.5,28.9,43.2,3.43,3.2,3.98,0.804,0.628,0.325,27,0,1,1,28,1
138.8,121.3,1.144,152.1,42.1,180.0,137.9,-137.9,8,0,1,0,19.0,18.2,23.8,3.49,3.73,4.85,0.871,0.905,0.047,7,0,1,0,0,1
782.1,640.1,1.222,33.1,126.9,180.0,53.1,-53.1,17,6,0,1,32.0,16.2,19.1,9.72,0.65,4.69,0.971,0.936,0.049,43,0,2,0,0,1
875.2,809.0,1.082,95.5,97.5,120.0,22.5,-22.5,11,6,0,1,46.2,27.0,2.5,4.0,10.7,4.0,0.865,0.843,0.064,6,0,1,0,0,1
1264.6,710.6,1.78,343.7,477.1,180.0,297.1,297.1,21,3,0,0,10.3,9.7,25.2,8.0,1.39,4.71,0.92,0.933,0.038,53,1,2,1,28,0
1048.1,847.7,1.236,253.0,164.6,240.0,75.4,-75.4,11,0,0,0,26.3,18.7,2.8,3.64,6.5,4.99,0.901,0.986,0.022,44,2,2,1,28,1
1142.4,680.9,1.678,45.5,472.4,240.0,232.4,232.4,8,3,1,0,9.0,34.1,45.0,2.72,2.34,4.01,0.72,0.781,0.053,27,1,1,0,0,0
709.3,468.1,1.515,250.0,362.9,180.0,182.9,182.9,20,0,0,0,7.5,15.4,5.8,3.52,5.94,4.26,0.658,0.84,0.135,12,0,1,0,0,1
1192.8,890.8,1.339,201.4,249.7,240.0,9.7,9.7,13,3,0,0,18.7,28.3,30.4,4.35,4.82,4.56,0.668,0.817,0.102,6,1,1,0,0,1
359.6,302.0,1.191,362.0,64.8,240.0,175.2,-175.2,17,6,0,1,31.2,10.7,11.6,8.19,7.62,4.81,0.853,0.966,0.032,60,0,1,0,0,1
642.8,480.8,1.337,296.1,263.1,240.0,23.1,23.1,18,5,0,1,9.3,11.2,5.9,3.21,0.15,4.83,0.911,0.957,0.033,23,0,1,1,28,1
500.9,317.7,1.577,41.5,84.1,240.0,155.9,-155.9,16,1,0,0,37.2,43.4,14.1,12.93,11.29,3.92,0.87,0.887,0.123,16,0,1,1,28,1
584.1,572.6,1.02,210.0,95.4,300.0,204.6,-204.6,22,5,0,1,25.9,61.1,3.8,3.72,9.5,4.66,0.679,0.842,0.109,21,0,2,0,0,1
711.5,697.5,1.02,114.6,135.6,300.0,164.4,-164.4,14,3,0,0,23.2,21.0,24.8,3.82,3.25,4.72,0.952,0.91,0.036,9,0,1,0,0,0
533.3,405.0,1.317,148.7,82.4,240.0,157.6,-157.6,16,1,0,0,26.8,31.0,9.5,5.55,10.81,3.92,0.75,0.888,0.127,15,0,1,0,0,0
694.7,573.6,1.211,166.3,151.8,180.0,28.2,-28.2,21,2,0,0,20.8,14.4,22.9,3.5,3.45,4.94,0.955,0.906,0.031,38,0,2,1,28,1
473.0,463.7,1.02,392.8,277.4,180.0,97.4,97.4,17,3,1,0,6.6,25.2,28.9,3.26,6.18,4.64,0.882,0.985,0.026,0,0,1,0,0,1
1489.2,1352.4,1.101,319.1,587.5,180.0,407.5,407.5,9,4,1,0,9.3,54.4,8.0,4.14,0.29,4.0,0.824,0.756,0.075,63,0,1,0,0,0
1618.0,1179.3,1.372,102.9,462.3,240.0,222.3,222.3,12,6,0,1,13.1,57.2,25.3,9.49,0.41,4.63,0.808,0.843,0.135,30,0,1,0,0,0
1688.3,1159.0,1.457,144.0,345.2,240.0,105.2,105.2,14,4,0,0,19.7,83.8,24.2,6.68,1.23,3.89,0.717,0.63,0.394,5,0,2,1,28,0
787.5,504.8,1.56,172.8,85.3,240.0,154.7,-154.7,14,3,0,0,41.9,91.3,39.1,3.19,1.62,3.99,0.827,0.676,0.364,13,0,1,1,28,0
242.7,219.1,1.108,401.9,48.2,120.0,71.8,-71.8,18,5,0,1,36.8,10.4,49.0,10.58,6.53,4.93,0.977,0.922,0.025,5,2,2,0,0,1
492.0,309.7,1.589,151.6,134.8,180.0,45.2,-45.2,8,0,1,0,15.6,22.7,7.2,9.24,0.5,4.13,0.861,0.791,0.1,20,0,2,1,28,1
2239.7,1384.5,1.618,351.6,444.0,180.0,264.0,264.0,16,6,0,1,19.5,35.4,41.3,3.4,6.4,3.96,0.673,0.843,0.117,18,0,1,1,28,0
1015.5,894.3,1.136,417.0,198.7,240.0,41.3,-41.3,8,1,1,0,19.5,35.8,36.9,4.17,9.2,3.86,0.742,0.851,0.086,0,2,2,0,0,1
330.1,323.6,1.02,244.5,78.5,120.0,41.5,-41.5,12,6,0,1,26.7,21.5,13.7,3.99,0.17,4.82,0.962,0.968,0.018,0,0,1,0,0,1
1766.8,1316.0,1.343,440.5,228.2,180.0,48.2,48.2,20,1,0,0,29.3,49.7,18.1,12.01,0.51,4.28,0.719,0.79,0.1,15,0,1,0,0,0
177.5,125.8,1.411,109.9,53.3,300.0,246.7,-246.7,14,4,0,0,43.8,7.6,47.6,0.84,6.83,4.63,0.929,0.97,0.017,67,2,1,1,28,0
962.6,943.7,1.02,325.0,165.9,180.0,14.1,-14.1,13,4,0,0,23.7,124.5,28.7,5.48,10.81,4.56,0.714,0.897,0.123,14,2,1,0,0,1
330.2,213.0,1.55,56.5,44.2,180.0,135.8,-135.8,22,3,0,0,34.7,21.1,10.3,12.75,0.54,4.64,0.916,0.906,0.041,98,1,1,1,28,1
1512.1,1286.0,1.176,360.8,139.6,180.0,40.4,-40.4,16,3,0,0,47.1,72.4,56.2,11.98,1.15,3.87,0.831,0.556,0.485,18,0,2,1,28,0
290.2,253.1,1.146,371.3,61.8,180.0,118.2,-118.2,15,3,0,0,25.4,13.6,18.0,5.11,3.94,4.88,0.945,0.907,0.047,20,0,1,1,28,1
568.3,557.2,1.02,101.3,95.9,240.0,144.1,-144.1,20,2,0,0,24.0,7.2,14.0,0.89,0.3,4.69,0.85,0.909,0.013,1,0,1,0,0,1
260.1,171.9,1.513,425.3,60.0,240.0,180.0,-180.0,12,5,0,1,37.0,64.7,31.9,12.03,14.0,4.42,0.697,0.891,0.074,18,0,1,1,28,1
1442.9,1019.5,1.415,427.9,410.2,180.0,230.2,230.2,19,4,1,0,13.9,5.7,6.1,6.5,5.01,4.8,0.859,0.949,0.038,9,0,2,1,28,1
1170.1,873.1,1.34,86.4,850.0,300.0,550.0,550.0,7,2,1,0,5.0,38.7,18.5,12.21,0.95,4.43,0.873,0.815,0.079,21,0,1,0,0,0
1236.3,646.3,1.913,78.9,166.5,240.0,73.5,-73.5,10,1,0,0,32.5,59.8,1.5,4.05,8.76,4.12,0.791,0.801,0.094,7,0,2,0,0,0
1595.5,1280.7,1.246,399.5,223.3,300.0,76.7,-76.7,7,6,0,1,28.1,15.8,30.0,15.56,5.28,4.99,0.925,0.978,0.012,100,1,2,0,0,1
189.6,163.9,1.157,281.1,28.7,120.0,91.3,-91.3,10,4,0,0,39.5,116.8,3.1,3.86,11.27,4.22,0.77,0.79,0.111,46,1,2,0,0,0
1177.5,1065.0,1.106,58.2,219.8,240.0,20.2,-20.2,7,5,0,1,21.1,27.7,30.8,11.46,2.88,4.25,0.868,0.776,0.051,7,0,1,0,0,0
1414.4,908.1,1.558,429.3,250.1,240.0,10.1,10.1,14,5,0,1,22.6,1.3,37.6,5.42,0.03,4.93,0.974,0.967,0.022,1,0,1,1,28,1
1679.3,1233.3,1.362,86.7,186.1,180.0,6.1,6.1,21,3,0,0,35.9,3.1,0.1,5.29,3.74,4.89,0.931,0.924,0.014,28,0,2,0,0,1
1735.7,1329.2,1.306,99.5,334.9,180.0,154.9,154.9,9,4,1,0,20.3,69.2,29.1,13.61,17.1,4.42,0.831,0.8,0.124,10,0,1,0,0,0
1535.6,1039.8,1.477,390.4,540.1,180.0,360.1,360.1,20,4,0,0,10.9,41.3,20.7,9.96,3.19,4.36,0.677,0.855,0.111,47,0,1,1,28,0
709.1,634.4,1.118,169.3,159.6,180.0,20.4,-20.4,17,4,1,0,20.8,22.6,29.5,7.63,15.76,4.82,0.952,0.971,0.042,15,0,2,0,0,1
1635.6,1077.1,1.518,71.6,341.0,180.0,161.0,161.0,13,2,0,0,17.9,14.3,37.6,3.52,20.8,4.54,0.716,0.806,0.142,31,1,1,0,0,0
1003.1,782.3,1.282,419.0,287.0,240.0,47.0,47.0,9,4,1,0,13.7,12.0,3.9,8.31,0.07,4.8,0.91,0.909,0.029,19,0,1,0,0,1
1010.8,638.6,1.583,268.8,174.5,300.0,125.5,-125.5,15,2,0,0,26.7,75.0,20.7,10.68,19.67,4.01,0.871,0.753,0.137,33,0,1,0,0,0
1367.5,1095.6,1.248,319.3,216.3,240.0,23.7,-23.7,21,6,0,1,27.3,25.7,24.6,6.39,2.29,3.23,0.774,0.55,0.355,3,2,1,1,28,0
206.5,138.5,1.491,409.1,47.4,300.0,252.6,-252.6,13,3,0,0,37.4,70.0,21.6,7.69,17.58,4.44,0.863,0.81,0.139,39,1,1,1,28,1
934.1,631.2,1.48,383.2,147.2,240.0,92.8,-92.8,13,3,0,0,30.6,14.3,30.1,12.06,3.44,4.91,0.872,0.947,0.018,2,2,1,0,0,1
330.1,259.0,1.274,406.4,90.7,180.0,89.3,-89.3,12,1,0,0,17.3,10.3,32.0,1.51,3.0,4.83,0.878,0.971,0.02,4,0,1,0,0,1
1434.5,983.1,1.459,254.5,303.2,180.0,123.2,123.2,19,0,1,0,18.1,15.3,16.6,1.37,1.61,4.92,0.87,0.912,0.014,18,0,1,0,0,1
1784.2,1205.5,1.48,300.6,286.4,300.0,13.6,-13.6,10,1,0,0,25.4,51.6,25.7,2.85,1.74,4.24,0.684,0.784,0.064,0,0,1,1,28,0
987.3,968.0,1.02,396.5,222.5,240.0,17.5,-17.5,11,6,0,1,18.9,12.3,26.8,3.95,3.01,3.92,0.776,0.549,0.448,16,0,2,1,28,0
1058.4,1021.6,1.036,57.3,164.1,240.0,75.9,-75.9,7,5,0,1,26.6,22.2,25.0,8.92,4.23,4.72,0.948,0.96,0.037,11,0,2,1,28,1
1509.2,1162.8,1.298,173.7,237.2,240.0,2.8,-2.8,13,6,0,1,25.2,45.0,23.1,15.14,4.27,3.99,0.651,0.78,0.15,48,0,1,1,28,1
875.8,568.2,1.541,267.8,170.1,180.0,9.9,-9.9,22,1,0,0,22.9,15.3,39.1,14.64,0.05,4.62,0.951,0.945,0.031,25,0,1,1,28,1
1203.1,1117.7,1.076,373.4,181.8,240.0,58.2,-58.2,12,6,0,1,26.1,33.1,31.7,9.26,1.94,4.27,0.737,0.888,0.089,1,0,1,0,0,1
1529.2,1361.4,1.123,251.1,259.2,240.0,19.2,19.2,10,6,0,1,23.8,81.4,12.1,6.89,0.29,3.34,0.811,0.663,0.393,53,0,2,0,0,0
1277.0,1091.0,1.17,265.3,108.5,180.0,71.5,-71.5,12,5,0,1,47.6,16.6,25.0,6.32,14.52,4.91,0.882,0.924,0.022,35,1,2,1,28,1
416.9,257.2,1.621,86.0,312.8,180.0,132.8,132.8,10,4,0,0,5.2,11.1,40.5,10.16,0.83,4.69,0.952,0.906,0.017,80,1,1,1,28,1
1609.6,1293.3,1.245,286.9,144.1,120.0,24.1,24.1,21,3,0,0,49.1,6.7,8.8,3.55,5.71,4.99,0.915,0.937,0.046,20,0,1,1,28,1
1204.5,1061.5,1.135,126.9,198.2,180.0,18.2,18.2,19,4,1,0,26.2,23.5,15.6,13.18,2.22,4.85,0.904,0.989,0.035,22,0,1,0,0,1
1564.0,1296.3,1.206,44.5,153.9,240.0,86.1,-86.1,10,0,0,0,46.3,28.5,11.3,16.06,8.7,4.64,0.879,0.91,0.035,25,0,1,1,28,1
828.4,722.1,1.147,199.1,289.9,240.0,49.9,49.9,9,1,1,0,11.4,27.9,38.0,9.63,0.16,4.37,0.809,0.796,0.087,57,1,1,0,0,0
926.3,908.2,1.02,238.3,146.4,240.0,93.6,-93.6,11,4,0,0,28.1,12.5,34.2,5.83,11.2,4.87,0.966,0.957,0.048,15,1,1,1,28,1
436.2,239.6,1.821,246.0,121.1,300.0,178.9,-178.9,8,4,1,0,17.6,14.7,13.8,12.35,1.65,4.66,0.887,0.979,0.024,10,0,1,1,28,1
706.4,523.5,1.349,281.7,236.8,120.0,116.8,116.8,18,4,1,0,12.7,86.0,14.4,11.12,0.87,3.05,0.711,0.639,0.313,0,0,2,1,28,0
1477.8,766.6,1.928,406.2,207.5,180.0,27.5,27.5,11,4,0,0,27.5,49.5,13.6,6.62,1.52,4.44,0.728,0.772,0.107,23,2,2,1,28,0
1437.6,1039.7,1.383,150.3,126.7,300.0,173.3,-173.3,12,5,0,1,45.4,17.0,26.9,3.04,1.96,4.93,0.904,0.961,0.031,11,1,2,1,28,0
345.3,276.3,1.25,340.3,84.4,180.0,95.6,-95.6,13,1,0,0,26.4,48.0,10.3,3.61,8.27,4.16,0.848,0.781,0.124,7,0,1,0,0,1
1165.1,1142.3,1.02,81.3,128.0,240.0,112.0,-112.0,12,0,0,0,46.8,14.1,4.0,6.61,4.32,4.77,0.853,0.977,0.035,23,0,1,1,28,1
431.4,310.1,1.391,122.9,85.1,240.0,154.9,-154.9,9,5,0,1,31.9,17.5,8.6,18.66,2.91,4.67,0.937,0.909,0.032,1,0,1,0,0,1
1488.0,1052.1,1.414,227.1,711.1,240.0,471.1,471.1,20,2,0,0,7.8,39.1,28.4,15.44,4.17,4.0,0.765,0.758,0.107,20,0,1,1,28,0
868.0,732.3,1.185,281.7,149.4,300.0,150.6,-150.6,15,4,0,0,25.2,11.0,29.0,6.2,4.12,4.73,0.979,0.941,0.036,17,0,1,0,0,1
1039.9,996.3,1.044,212.4,99.0,180.0,81.0,-81.0,8,6,0,1,46.8,15.5,18.1,10.87,1.88,4.75,0.931,0.911,0.012,15,0,1,1,28,1
904.6,675.5,1.339,125.0,139.1,120.0,19.1,19.1,7,6,0,1,29.3,26.7,34.2,4.97,0.07,4.89,0.863,0.974,0.034,16,1,1,0,0,1
1074.5,821.5,1.308,168.2,514.1,180.0,334.1,334.1,19,2,1,0,7.8,57.9,28.6,4.25,3.38,4.61,0.875,0.823,0.059,22,0,2,1,28,0
170.4,100.6,1.693,422.4,29.9,240.0,210.1,-210.1,16,5,0,1,34.1,12.2,35.4,5.88,2.02,4.66,0.935,0.932,0.024,14,0,1,0,0,0
297.4,255.1,1.166,356.0,81.1,180.0,98.9,-98.9,11,6,0,1,20.1,14.4,7.7,24.77,4.89,4.86,0.947,0.932,0.036,11,1,1,1,28,1
1482.8,1286.3,1.153,399.0,196.6,240.0,43.4,-43.4,10,3,0,0,28.7,31.1,42.0,5.84,0.95,4.3,0.873,0.829,0.134,63,0,2,1,28,1
735.3,720.9,1.02,91.8,203.1,180.0,23.1,23.1,17,2,1,0,15.9,101.0,11.2,6.66,4.14,3.13,0.836,0.698,0.373,3,0,1,1,28,0
723.5,555.5,1.302,116.0,559.8,180.0,379.8,379.8,18,2,1,0,5.0,62.4,45.1,4.58,14.89,4.0,0.829,0.776,0.081,1,2,1,0,0,0
388.6,278.4,1.396,90.0,151.6,180.0,28.4,-28.4,8,2,1,0,10.1,52.8,22.3,10.29,4.91,4.65,0.654,0.816,0.096,20,2,1,1,28,1
631.0,538.3,1.172,184.6,179.1,180.0,0.9,-0.9,20,5,0,1,13.8,9.6,20.9,4.12,0.61,4.8,0.977,0.94,0.039,88,0,1,1,28,1
1058.7,1038.0,1.02,429.2,205.0,180.0,25.0,25.0,21,1,0,0,21.4,38.2,9.5,7.73,1.0,4.6,0.721,0.841,0.097,14,0,2,1,28,1
1376.5,866.8,1.588,167.5,225.6,240.0,14.4,-14.4,14,2,0,0,23.7,45.1,33.1,6.96,15.26,4.58,0.818,0.888,0.082,26,0,1,1,28,1
1106.6,967.1,1.144,407.1,320.6,180.0,140.6,140.6,7,0,1,0,13.5,45.3,12.6,3.82,7.74,4.38,0.761,0.864,0.124,6,0,2,1,28,0
941.9,569.5,1.654,336.3,164.3,300.0,135.7,-135.7,18,3,1,0,22.1,75.5,24.8,2.98,11.56,3.91,0.748,0.855,0.121,64,0,1,0,0,0
1741.2,1117.5,1.558,342.9,927.6,240.0,687.6,687.6,18,1,1,0,6.9,61.9,19.4,4.43,21.85,4.66,0.659,0.9,0.065,19,0,1,1,28,0
1581.8,1094.3,1.446,166.1,182.9,180.0,2.9,2.9,22,1,0,0,35.8,18.9,23.0,6.59,1.96,5.0,0.931,0.986,0.031,56,0,1,1,28,1
1125.6,608.7,1.849,430.1,458.0,240.0,218.0,218.0,7,4,1,0,9.6,9.6,38.6,7.98,1.97,4.78,0.913,0.919,0.012,1,1,1,0,0,0
300.6,277.1,1.085,442.8,125.3,180.0,54.7,-54.7,19,5,0,1,11.7,37.0,27.0,12.26,0.54,4.34,0.867,0.787,0.129,8,0,2,1,28,1
1295.0,1038.9,1.247,395.9,311.5,120.0,191.5,191.5,10,1,0,0,16.9,15.5,20.9,3.67,2.0,4.77,0.877,0.913,0.042,11,0,1,1,28,1
1393.4,779.6,1.787,122.6,518.0,180.0,338.0,338.0,7,0,1,0,9.9,73.6,55.8,3.81,1.11,3.89,0.87,0.899,0.067,33,2,2,1,28,0
